college_name,college_details_link,college_city_name,college_address,subject1,subject1_link,subject2,subject2_link,subject3,subject3_link,subject4,subject4_link,college_review_link,write_review_link,college_course_list_link,college_contact_detail_link,college_city_latitude,college_city_longitude,college_address_latitude,college_address_longitude
"Tolidewal Danda Secondary School,",https://www.collegenp.com/college/tolidewal-danda-secondary-school-bajura/,Bajura,"Toli, Bajura",Ten Plus Two Education,https://www.collegenp.com/course/tolidewal-danda-secondary-school-bajura-ten-plus-two-education-2-education/,Ten Plus Two Humanities,https://www.collegenp.com/course/tolidewal-danda-secondary-school-bajura-ten-plus-two-humanities-2-humanities/,,,,,https://www.collegenp.com/college/tolidewal-danda-secondary-school-bajura/#discussion,https://www.collegenp.com/college/tolidewal-danda-secondary-school-bajura/write-review/,https://www.collegenp.com/college/tolidewal-danda-secondary-school-bajura/#course-list,https://www.collegenp.com/college/tolidewal-danda-secondary-school-bajura/#contact-detail,48.1980765,26.5392405,29.3417782,81.3304633535884
"Tri-Shaheed Secondary School,",https://www.collegenp.com/college/tri-shaheed-secondary-school/,Syangja,"Panchamul, Syangja",Ten Plus Two in Management,https://www.collegenp.com/course/tri-shaheed-secondary-school-ten-plus-two-in-management-2-management/,Ten Plus Two in Education,https://www.collegenp.com/course/tri-shaheed-secondary-school-ten-plus-two-in-education-2-education/,Ten Plus Two in Computer Engineering,https://www.collegenp.com/course/tri-shaheed-secondary-school-ten-plus-two-in-computer-engineering-2-computer-engineering/,,,https://www.collegenp.com/college/tri-shaheed-secondary-school/#discussion,https://www.collegenp.com/college/tri-shaheed-secondary-school/write-review/,https://www.collegenp.com/college/tri-shaheed-secondary-school/#course-list,https://www.collegenp.com/college/tri-shaheed-secondary-school/#contact-detail,28.0445533,83.82766996387215,28.1301103,83.77354610345348
"Tribhuvan Aadarsha Multiple Campus,",https://www.collegenp.com/college/tribhuvan-aadarsha-multiple-campus-syangja/,Syangja,"Putalibazar, Syangja",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/tribhuvan-aadarsha-multiple-campus-syangja-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/tribhuvan-aadarsha-multiple-campus-syangja-bachelor-of-education-bed-bed/,Bachelor of Arts (BA),https://www.collegenp.com/course/tribhuvan-aadarsha-multiple-campus-syangja-bachelor-of-arts-ba-ba/,,,https://www.collegenp.com/college/tribhuvan-aadarsha-multiple-campus-syangja/#discussion,https://www.collegenp.com/college/tribhuvan-aadarsha-multiple-campus-syangja/write-review/,https://www.collegenp.com/college/tribhuvan-aadarsha-multiple-campus-syangja/#course-list,https://www.collegenp.com/college/tribhuvan-aadarsha-multiple-campus-syangja/#contact-detail,28.0445533,83.82766996387215,28.09155715,83.88412940238412
"Tribhuvan Campus Tanahu,",https://www.collegenp.com/college/tribhuvan-campus-tanahu-tanahun/,Tanahun,"Bhanu, Tanahun",Bachelor of Education (B.Ed),https://www.collegenp.com/course/tribhuvan-campus-tanahu-tanahun-bachelor-of-education-bed-bed/,Master of Education (M.Ed.),https://www.collegenp.com/course/tribhuvan-campus-tanahu-tanahun-master-of-education-med-med/,,,,,https://www.collegenp.com/college/tribhuvan-campus-tanahu-tanahun/#discussion,https://www.collegenp.com/college/tribhuvan-campus-tanahu-tanahun/write-review/,https://www.collegenp.com/college/tribhuvan-campus-tanahu-tanahun/#course-list,https://www.collegenp.com/college/tribhuvan-campus-tanahu-tanahun/#contact-detail,27.93550785,84.22364600336068,28.04115185,84.40550172233075
"Tribhuvan Jan Secondary School,",https://www.collegenp.com/college/tribhuvan-jan-secondary-school-salyan/,Salyan,"Dandagaun, Salyan",Ten Plus Two Humanities,https://www.collegenp.com/course/tribhuvan-jan-secondary-school-salyan-ten-plus-two-humanities-2-humanities/,Ten Plus Two Education,https://www.collegenp.com/course/tribhuvan-jan-secondary-school-salyan-ten-plus-two-education-2-education/,,,,,https://www.collegenp.com/college/tribhuvan-jan-secondary-school-salyan/#discussion,https://www.collegenp.com/college/tribhuvan-jan-secondary-school-salyan/write-review/,https://www.collegenp.com/college/tribhuvan-jan-secondary-school-salyan/#course-list,https://www.collegenp.com/college/tribhuvan-jan-secondary-school-salyan/#contact-detail,39.65241015,49.10843813070336,28.5559771,82.2836824
"Tribhuvan Janata Secondary School Marke,",https://www.collegenp.com/college/tribhuvan-janata-secondary-school-marke-salyan/,Salyan,"Marke, Salyan",Ten Plus Two Education,https://www.collegenp.com/course/tribhuvan-janata-secondary-school-marke-salyan-ten-plus-two-education-2-education/,,,,,,,https://www.collegenp.com/college/tribhuvan-janata-secondary-school-marke-salyan/#discussion,https://www.collegenp.com/college/tribhuvan-janata-secondary-school-marke-salyan/write-review/,https://www.collegenp.com/college/tribhuvan-janata-secondary-school-marke-salyan/#course-list,https://www.collegenp.com/college/tribhuvan-janata-secondary-school-marke-salyan/#contact-detail,39.65241015,49.10843813070336,28.37412925,82.09163784494896
"Tribhuvan Janata Secondary School Musikot,",https://www.collegenp.com/college/tribhuvan-janata-secondary-school-musikot-rukum/,Rukum,"Musikot, Rukum",Pre-Diploma in Electrical Engineering (Electrical Sub-overseer),https://www.collegenp.com/course/tribhuvan-janata-secondary-school-musikot-rukum-pre-diploma-in-electrical-engineering-electrical-su/,Ten Plus Two Management,https://www.collegenp.com/course/tribhuvan-janata-secondary-school-musikot-rukum-ten-plus-two-management-2-management/,Ten Plus Two Education,https://www.collegenp.com/course/tribhuvan-janata-secondary-school-musikot-rukum-ten-plus-two-education-2-education/,Ten Plus Two Humanities,https://www.collegenp.com/course/tribhuvan-janata-secondary-school-musikot-rukum-ten-plus-two-humanities-2-humanities/,https://www.collegenp.com/college/tribhuvan-janata-secondary-school-musikot-rukum/#discussion,https://www.collegenp.com/college/tribhuvan-janata-secondary-school-musikot-rukum/write-review/,https://www.collegenp.com/college/tribhuvan-janata-secondary-school-musikot-rukum/#course-list,https://www.collegenp.com/college/tribhuvan-janata-secondary-school-musikot-rukum/#contact-detail,28.6292361,82.4527883,28.61294725,82.47049757495851
"Tribhuvan Janata Secondary School, Khalanga,",https://www.collegenp.com/college/tribhuvan-janata-secondary-school-khalanga-salyan/,Salyan,"Khalanga, Salyan",Ten Plus Two Management,https://www.collegenp.com/course/tribhuvan-janata-secondary-school-khalanga-salyan-ten-plus-two-management-2-management/,Ten Plus Two Science,https://www.collegenp.com/course/tribhuvan-janata-secondary-school-khalanga-salyan-ten-plus-two-science-2-science/,Ten Plus Two Education,https://www.collegenp.com/course/tribhuvan-janata-secondary-school-khalanga-salyan-ten-plus-two-education-2-education/,,,https://www.collegenp.com/college/tribhuvan-janata-secondary-school-khalanga-salyan/#discussion,https://www.collegenp.com/college/tribhuvan-janata-secondary-school-khalanga-salyan/write-review/,https://www.collegenp.com/college/tribhuvan-janata-secondary-school-khalanga-salyan/#course-list,https://www.collegenp.com/college/tribhuvan-janata-secondary-school-khalanga-salyan/#contact-detail,39.65241015,49.10843813070336,28.3665087,82.17394086162369
"Tribhuvan Secondary School,",https://www.collegenp.com/college/tribhuvan-secondary-school-baglung/,Baglung,"Paiyunpata, Baglung",JTA Plant Science,https://www.collegenp.com/course/tribhuvan-secondary-school-baglung-jta-plant-science-jta/,Ten Plus Two in Management,https://www.collegenp.com/course/tribhuvan-secondary-school-baglung-ten-plus-two-in-management-2-management/,Ten Plus Two in Humanities,https://www.collegenp.com/course/tribhuvan-secondary-school-baglung-ten-plus-two-in-humanities-2-humanities/,Ten Plus Two in Education,https://www.collegenp.com/course/tribhuvan-secondary-school-baglung-ten-plus-two-in-education-2-education/,https://www.collegenp.com/college/tribhuvan-secondary-school-baglung/#discussion,https://www.collegenp.com/college/tribhuvan-secondary-school-baglung/write-review/,https://www.collegenp.com/college/tribhuvan-secondary-school-baglung/#course-list,https://www.collegenp.com/college/tribhuvan-secondary-school-baglung/#contact-detail,28.3563353,83.14253600515775,28.2193471,83.6502306
"Tribhuvan Secondary School Jajarkot,",https://www.collegenp.com/college/tribhuvan-secondary-school-jajarkot-jajarkot/,Jajarkot,"Khalanga, Jajarkot",Ten Plus Two Management,https://www.collegenp.com/course/tribhuvan-secondary-school-jajarkot-jajarkot-ten-plus-two-management-2-management/,Ten Plus Two Humanities,https://www.collegenp.com/course/tribhuvan-secondary-school-jajarkot-jajarkot-ten-plus-two-humanities-2-humanities/,Ten Plus Two Education,https://www.collegenp.com/course/tribhuvan-secondary-school-jajarkot-jajarkot-ten-plus-two-education-2-education/,,,https://www.collegenp.com/college/tribhuvan-secondary-school-jajarkot-jajarkot/#discussion,https://www.collegenp.com/college/tribhuvan-secondary-school-jajarkot-jajarkot/write-review/,https://www.collegenp.com/college/tribhuvan-secondary-school-jajarkot-jajarkot/#course-list,https://www.collegenp.com/college/tribhuvan-secondary-school-jajarkot-jajarkot/#contact-detail,28.86983585,82.16855078927185,28.698212,82.198257
"Tribhuvan Secondary School Jumla,",https://www.collegenp.com/college/tribhuvan-secondary-school-jumla-jumla/,Jumla,"Jharjwala, Jumla",Ten Plus Two Education,https://www.collegenp.com/course/tribhuvan-secondary-school-jumla-jumla-ten-plus-two-education-2-education/,,,,,,,https://www.collegenp.com/college/tribhuvan-secondary-school-jumla-jumla/#discussion,https://www.collegenp.com/college/tribhuvan-secondary-school-jumla-jumla/write-review/,https://www.collegenp.com/college/tribhuvan-secondary-school-jumla-jumla/#course-list,https://www.collegenp.com/college/tribhuvan-secondary-school-jumla-jumla/#contact-detail,29.2388968,82.19799915700634,29.2625226,82.2372404
"Tribhuvan Secondary School Tanahun,",https://www.collegenp.com/college/tribhuvan-secondary-school-tanahun/,Tanahun,"Manechouka, Tanahun",Diploma in Agriculture (Animal Science),https://www.collegenp.com/course/tribhuvan-secondary-school-tanahun-diploma-in-agriculture-animal-science-diploma-in-agriculture/,Ten Plus Two in Management,https://www.collegenp.com/course/tribhuvan-secondary-school-tanahun-ten-plus-two-in-management-2-management/,Ten Plus Two in Education,https://www.collegenp.com/course/tribhuvan-secondary-school-tanahun-ten-plus-two-in-education-2-education/,,,https://www.collegenp.com/college/tribhuvan-secondary-school-tanahun/#discussion,https://www.collegenp.com/college/tribhuvan-secondary-school-tanahun/write-review/,https://www.collegenp.com/college/tribhuvan-secondary-school-tanahun/#course-list,https://www.collegenp.com/college/tribhuvan-secondary-school-tanahun/#contact-detail,27.93550785,84.22364600336068,27.66490635,85.3293451574824
"Tribhuvan Secondary School, Batanpur,",https://www.collegenp.com/college/tribhuvan-secondary-school-batanpur-kailali/,Kailali,"Batanpur, Kailali",,,,,,,,,https://www.collegenp.com/college/tribhuvan-secondary-school-batanpur-kailali/#discussion,https://www.collegenp.com/college/tribhuvan-secondary-school-batanpur-kailali/write-review/,https://www.collegenp.com/college/tribhuvan-secondary-school-batanpur-kailali/#course-list,https://www.collegenp.com/college/tribhuvan-secondary-school-batanpur-kailali/#contact-detail,28.73152495,80.9036982731563,27.66490635,85.3293451574824
"Tribhuvan Secondary School, Bhurigaun,",https://www.collegenp.com/college/tribhuvan-secondary-school-bhurigaun-bardiya/,Bardiya,"Bhurigaun, Bardiya",Ten Plus Two in Animal Science,https://www.collegenp.com/course/tribhuvan-secondary-school-bhurigaun-bardiya-ten-plus-two-in-animal-science-2-agriculture/,,,,,,,https://www.collegenp.com/college/tribhuvan-secondary-school-bhurigaun-bardiya/#discussion,https://www.collegenp.com/college/tribhuvan-secondary-school-bhurigaun-bardiya/write-review/,https://www.collegenp.com/college/tribhuvan-secondary-school-bhurigaun-bardiya/#course-list,https://www.collegenp.com/college/tribhuvan-secondary-school-bhurigaun-bardiya/#contact-detail,28.3714635,81.45154306402392,27.66490635,85.3293451574824
"Tribhuvan Secondary School, Dhangadhi,",https://www.collegenp.com/college/tribhuvan-secondary-school-dhangadhi-kailali/,Kailali,"Dhangadhi, Kailali",,,,,,,,,https://www.collegenp.com/college/tribhuvan-secondary-school-dhangadhi-kailali/#discussion,https://www.collegenp.com/college/tribhuvan-secondary-school-dhangadhi-kailali/write-review/,https://www.collegenp.com/college/tribhuvan-secondary-school-dhangadhi-kailali/#course-list,https://www.collegenp.com/college/tribhuvan-secondary-school-dhangadhi-kailali/#contact-detail,28.73152495,80.9036982731563,28.703304,80.567017
"Tribhuvan Secondary School, Kohalpur,",https://www.collegenp.com/college/tribhuvan-secondary-school-kohalpur-banke/,Banke,"Kohalpur, Banke",Diploma in Civil Engineering,https://www.collegenp.com/course/tribhuvan-secondary-school-kohalpur-banke-diploma-in-civil-engineering-diploma-in-engineering/,Junior Computer Technician,https://www.collegenp.com/course/tribhuvan-secondary-school-kohalpur-banke-junior-computer-technician-jct/,Ten Plus Two Science,https://www.collegenp.com/course/tribhuvan-secondary-school-kohalpur-banke-ten-plus-two-science-2-science/,Ten Plus Two in Management,https://www.collegenp.com/course/tribhuvan-secondary-school-kohalpur-banke-ten-plus-two-in-management-2-management/,https://www.collegenp.com/college/tribhuvan-secondary-school-kohalpur-banke/#discussion,https://www.collegenp.com/college/tribhuvan-secondary-school-kohalpur-banke/write-review/,https://www.collegenp.com/college/tribhuvan-secondary-school-kohalpur-banke/#course-list,https://www.collegenp.com/college/tribhuvan-secondary-school-kohalpur-banke/#contact-detail,28.0960951,81.7714408432148,28.21795455,81.72892362336378
"Tribhuvan Trishuli Multiple College,",https://www.collegenp.com/college/tribhuvan-trishuli-multiple-college-nuwakot/,Nuwakot,"Bidur, Nuwakot",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/tribhuvan-trishuli-multiple-college-nuwakot-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/tribhuvan-trishuli-multiple-college-nuwakot-bachelor-of-education-bed-bed/,Master of Business Studies (MBS),https://www.collegenp.com/course/tribhuvan-trishuli-multiple-college-nuwakot-master-of-business-studies-mbs-mbs/,,,https://www.collegenp.com/college/tribhuvan-trishuli-multiple-college-nuwakot/#discussion,https://www.collegenp.com/college/tribhuvan-trishuli-multiple-college-nuwakot/write-review/,https://www.collegenp.com/college/tribhuvan-trishuli-multiple-college-nuwakot/#course-list,https://www.collegenp.com/college/tribhuvan-trishuli-multiple-college-nuwakot/#contact-detail,27.92579905,85.24867200914201,27.91979945,85.13080277091767
